seedPlayerId,seedName,seedKey,sourceClub,sourcePosition,birthDate,localBestMatch,localBestTmPlayerId,localBestClub,localBestSimilarity,clubMatch,positionMatch,DOBMatch,runnerUp,runnerUpTmPlayerId,status
"cmtr671kd00lv33ynda3zbdld","Mukhriddin Zoirov","UZ1-2026-LOKOMOTI-050","Lokomotiv Tashkent","FW","","Mukhridin Pazildinov","763078","FC Kokand 1912","0.611","false","false","false","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ad000t33ynvy9g2068","Murat Ermatov","UZ1-2026-AGMK-015","AGMK","MF","","Murodbek Rakhmatov","756948","Nasaf Qarshi","0.625","false","true","false","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671in00h533yn8i1ltncu","Murodzhon Komilov","UZ1-2026-KOKAND19-028","Kokand 1912","FW","","Akramzhon Komilov","288933","Nasaf Qarshi","0.750","false","false","false","Islomzhon Kobilov","486760","AMBIGUOUS"
"cmtr671by003333yn6dhb4a3b","Murotjon Zukhurov","UZ1-2026-BUNYODKO-001","Bunyodkor Tashkent","GK","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ia00g333yn0hr8qams","Muzaffar Abdullayev","UZ1-2026-KOKAND19-005","Kokand 1912","GK","","Zafar Sadullaev","1523786","Nasaf Qarshi","0.667","false","false","false","Mukhsin Ubaydullaev","189641","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671fo00bb33yn1ftb45mm","Muzaffar Muminov","UZ1-2026-NAVBAHOR-021","Navbahor Namangan","MF","","Muzaffar Olimzhonov","630012","Bunyodkor Tashkent","0.667","false","false","false","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671fz00bx33ynzvhajnyn","Navrozbek Iminjonov","UZ1-2026-NAVBAHOR-032","Navbahor Namangan","FW","","Davronbek Usmonov","1383135","Nasaf Qarshi","0.611","false","true","false","Oybek Urmonjonov","1109178","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671cx005d33yndnqmfhlh","Nodir Sanokulov","UZ1-2026-DINAMOSA-006","Dinamo Samarkand","DF","","Nodir Soyibov","1061556","Sogdiana Jizzakh","0.643","false","false","false","Khondamir Mustafokulov","1209192","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ak001133yndgl3pjt0","Nodirbek Abdurazzokov","UZ1-2026-AGMK-019","AGMK","MF","","Nodir Abdurazzakov","763083","FC OKMK Olmaliq","0.800","true","false","false","Nosirzhon Abdusalomov","1005724","LOCAL_DUPLICATE"
"cmtr671cr004x33yn92kz3vkd","Nordin Kamolov","UZ1-2026-BUNYODKO-035","Bunyodkor Tashkent","FW","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671cg004933ynsvtfqh3c","Nuridin Xasanov","UZ1-2026-BUNYODKO-022","Bunyodkor Tashkent","MF","","Nurillo Tukhtasinov","486759","Dinamo Samarqand","0.588","false","true","false","Mukhridin Pazildinov","763078","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671fq00bf33yn539hwauc","Nurmuhammad Toshpulatov","UZ1-2026-NAVBAHOR-023","Navbahor Namangan","MF","","Farrukh Toshpulatov","1405283","Mash'al Mubarek","0.636","false","false","false","Nurmukhammad Abduganiev","1256823","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671c7003n33ynitct6qvr","Obid Djurabayev","UZ1-2026-BUNYODKO-011","Bunyodkor Tashkent","DF","","Makhmud Jurabaev","1061535","Mash'al Mubarek","0.571","false","false","false","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671e6008333yn3kpjcebi","Oleksandr Vorobey","UZ1-2026-NASAFQAR-001","Nasaf Qarshi","GK","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671i200fj33ynx3evrwno","Olim Navkarov","UZ1-2026-QIZILQUM-013","Qizilqum Zarafshon","FW","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671el009333ynlak4ygoi","Quvonch Xushvaqtov","UZ1-2026-NASAFQAR-020","Nasaf Qarshi","DF","","Kuvonchbek Khushvaktov","1513082","Nasaf Qarshi","0.750","true","true","false","","","LOCAL_DUPLICATE"
"cmtr671dr006x33ynn7lwbiqi","Rashid Abubakar","UZ1-2026-MASHALMU-005","Mashal Muborak","MF","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671do006p33yn8y8cj858","Roman Khadzhiev","UZ1-2026-MASHALMU-001","Mashal Muborak","DF","","Rustam Nartadzhiev","483094","FC Kokand 1912","0.588","false","false","false","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671hp00eh33yn3c7jknn5","Saidumarkhon Saidnurullayev","UZ1-2026-PAKHTAKO-024","Pakhtakor Tashkent","FW","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671c1003933yniw89xuto","Sakhob Jurayev","UZ1-2026-BUNYODKO-004","Bunyodkor Tashkent","DF","","Shakhboz Jurabekov","510495","FC Buxoro","0.625","false","false","false","Makhmud Jurabaev","1061535","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671kd00lt33ynp0v20lxu","Salamat Kutybaev","UZ1-2026-LOKOMOTI-049","Lokomotiv Tashkent","FW","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671dp006r33yn3zff475o","Samandar Ochilov","UZ1-2026-MASHALMU-002","Mashal Muborak","DF","","Samandar Jurabekov","1384774","Mash'al Mubarek","0.588","false","false","false","Samandar Shukurillaev","745398","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671iu00hp33yns7uh1jze","Samandar Sindarov","UZ1-2026-SOGDIANA-009","Sogdiana Jizzakh","DF","","Samandar Jurabekov","1384774","Mash'al Mubarek","0.588","false","false","false","Samandar Shukurillaev","745398","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ac000r33yngw5qhngu","Sanjar Tursunov","UZ1-2026-AGMK-014","AGMK","MF","","Khazrat Tursunkulov","659922","FC OKMK Olmaliq","0.588","true","true","false","Dostonbek Tursunov","661764","AMBIGUOUS"
"cmtr671dy007h33ynwumm3a6a","Sanjar Zokirov","UZ1-2026-MASHALMU-015","Mashal Muborak","MF","","Sanzhar Kodirkulov","294503","Dinamo Samarqand","0.588","false","false","false","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671jh00jb33ynjirk7khw","Sardor Kabuldzhanov","UZ1-2026-LOKOMOTI-002","Lokomotiv Tashkent","GK","","Sardor Kulmatov","494100","FC Buxoro","0.667","false","false","false","Sardor Rakhmanov","189635","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671hk00e533ynv6xqjz6z","Sardor Sabirkhodjaev","UZ1-2026-PAKHTAKO-017","Pakhtakor Tashkent","DM","1994-11-06","Sardor Sobirkhuzhaev","189636","Pakhtakor Tashkent","0.778","true","false","true","Sardor Mirzaev","127751","LOCAL_DUPLICATE"
"cmtr671ek008z33ynukziqadq","Sardor Sadulloev","UZ1-2026-NASAFQAR-018","Nasaf Qarshi","DF","","Zafar Sadullaev","1523786","Nasaf Qarshi","0.667","true","false","false","Sardor Rakhmanov","189635","AMBIGUOUS"
"cmtr671c3003f33ynixowtcx1","Sergei Simonenko","UZ1-2026-BUNYODKO-007","Bunyodkor Tashkent","DF","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671jq00jv33ynuy74lv0z","Sergey Prokhorov","UZ1-2026-LOKOMOTI-013","Lokomotiv Tashkent","DF","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671h600dh33yn7l629f0y","Shahzod Azmiddinov","UZ1-2026-PAKHTAKO-004","Pakhtakor Tashkent","DF","","Shakhzod Toirov","807652","FC OKMK Olmaliq","0.588","false","true","false","Shakhzod Nematzhonov","902513","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ds006z33yn9h22yeku","Shakhboz Juraev","UZ1-2026-MASHALMU-006","Mashal Muborak","MF","","Shakhboz Jurabekov","510495","FC Buxoro","0.813","false","false","false","Shakhzod Turopov","660262","AMBIGUOUS"
"cmtr671cq004t33yne68rms72","Shakzodbek Nurmatov","UZ1-2026-BUNYODKO-033","Bunyodkor Tashkent","FW","","Oybek Nurmatov","583732","Sogdiana Jizzakh","0.667","false","false","false","Murodbek Rakhmatov","756948","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671jx00kh33ynxpdaa56d","Sherzodbek Karimov","UZ1-2026-LOKOMOTI-025","Lokomotiv Tashkent","MF","","Sherzodbek Abdulboriev","1079575","Lokomotiv Tashkent","0.571","true","false","false","Akhrorbek Rakhimov","1546838","AMBIGUOUS"
"cmtr671gx00cx33ynrb47oy3a","Shohruhbek Rahmonaliev","UZ1-2026-NEFTCHIF-026","Neftchi Fergana","MF","","Shokhrukh Abdurakhmonov","661557","Navbahor Namangan","0.667","false","true","false","","","AMBIGUOUS"
"cmtr671i300fl33ynuvmmas1a","Shoxrux Norxonov","UZ1-2026-QIZILQUM-014","Qizilqum Zarafshon","FW","","Shokhrukh Abdurakhmonov","661557","Navbahor Namangan","0.684","false","false","false","Shokhrukh Isokov","756906","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ix00hz33yn6h9p63ua","Siroy Meliev","UZ1-2026-SOGDIANA-015","Sogdiana Jizzakh","MF","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ah000v33ynfyqyk7cw","Sirozhiddin Bashriddinov","UZ1-2026-AGMK-016","AGMK","MF","","Sirojiddin Solijonov","1244774","Surkhon Termiz","0.609","false","false","false","Nuriddin Nuriddinov","1134139","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ey009x33ynbra5f93v","Stefan Colovic","UZ1-2026-NASAFQAR-038","Nasaf Qarshi","FW","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671jm00jj33ynkds3d1k6","Sukhrobjon Sultanov","UZ1-2026-LOKOMOTI-007","Lokomotiv Tashkent","GK","","Sukhrob Nurullaev","355876","Lokomotiv Tashkent","0.588","true","false","false","Sukhrobjon Parmonkulov","1405282","AMBIGUOUS"
"cmtr671de006d33yn4eetik6r","Til Mavretic","UZ1-2026-DINAMOSA-025","Dinamo Samarkand","FW","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671kh00m733ynzskk8uyx","Timur Bekchanov","UZ1-2026-XORAZMUR-006","Xorazm Urganch","FW","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ct005133yny2hwlswz","Toni Jovic","UZ1-2026-BUNYODKO-037","Bunyodkor Tashkent","FW","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671iy00i133ynodwtar3p","Ulugbek Kenjayev","UZ1-2026-SOGDIANA-016","Sogdiana Jizzakh","MF","","Ulugbek Abdullaev","658822","Dinamo Samarqand","0.563","false","false","false","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671al001333yn7aum4gyh","Ulugbek Sunnatov","UZ1-2026-AGMK-020","AGMK","MF","","Ulugbek Khoshimov","629998","Xorazm Urganch","0.600","false","false","false","Ulugbek Abdullaev","658822","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ei008x33ynh9ifx3st","Umarbek Eshmuradov","UZ1-2026-NASAFQAR-017","Nasaf Qarshi","CB","1992-11-30","Umar Eshmurodov","493725","Nasaf Qarshi","0.765","true","true","true","Otabek Boymurodov","763117","LOCAL_DUPLICATE"
"cmtr671ec008h33ynri5id0x9","Umidjon Ergashev","UZ1-2026-NASAFQAR-008","Nasaf Qarshi","GK","","Umid Ergashev","487325","Xorazm Urganch","0.800","false","false","false","Botirali Ergashev","312690","AMBIGUOUS"
"cmtr671js00k133yn95uksvtz","Valeri Kichin","UZ1-2026-LOKOMOTI-016","Lokomotiv Tashkent","DF","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671a2000b33yna1l1z502","Vitaliy Denisov","UZ1-2026-AGMK-006","AGMK","DF","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671gv00ct33yn6sbcdgr6","Yahyo To'xtashev","UZ1-2026-NEFTCHIF-024","Neftchi Fergana","MF","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671h300d933ynciawl3l0","Yahyo Zuhriddinov","UZ1-2026-NEFTCHIF-034","Neftchi Fergana","FW","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671gt00cr33ynjju6fciu","Yahyoxon Isaqov","UZ1-2026-NEFTCHIF-022","Neftchi Fergana","MF","","Azizkhon Isokov","661762","FC Buxoro","0.571","false","false","false","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ea008d33ynav10y0a0","Zafar Safaev","UZ1-2026-NASAFQAR-006","Nasaf Qarshi","GK","","Zafar Sadullaev","1523786","Nasaf Qarshi","0.714","true","false","false","Zafar Khakimov","989031","AMBIGUOUS"
"cmtr671k000kp33ynsxssn6nw","Zhasur Khasanov","UZ1-2026-LOKOMOTI-029","Lokomotiv Tashkent","MF","","","","","","","","","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671dx007d33ynzgiyklzq","Zhonibek Mirzakulov","UZ1-2026-MASHALMU-013","Mashal Muborak","MF","","Oybek Khamrakulov","1348575","Dinamo Samarqand","0.556","false","false","false","","","NEEDS_EXTERNAL_IDENTITY_LOOKUP"
"cmtr671ir00hf33ynubqjp7y2","Zoir Jurabaev","UZ1-2026-SOGDIANA-004","Sogdiana Jizzakh","DF","","Zoir Dzhuraboev","513883","Sogdiana Jizzakh","0.714","true","false","false","Makhmud Jurabaev","1061535","AMBIGUOUS"
