playerId,currentName,tmPlayerId,tmUrl,careerStatus,confirmedFreeAgent,currentClub,currentClubTmId,currentCompetition,currentCompetitionTmId,mainPosition,positionGroup,birthDate,age,nationalities,marketValueEur,contractExpires,portraitPresent,preferredFoot,representationStatus,seedKey,sourceName,sourceClub,sourcePosition,sourceSeason,sourceUrl
"cmtr671ah000v33ynfyqyk7cw","Sirozhiddin Bashriddinov","seed:UZ1-2026-AGMK-016","seed://uz1/UZ1-2026-AGMK-016","UNKNOWN","false","","","","","UNKNOWN","MF","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-AGMK-016","Sirozhiddin Bashriddinov","AGMK","MF","2026",""
"cmtr671jm00jj33ynkds3d1k6","Sukhrobjon Sultanov","seed:UZ1-2026-LOKOMOTI-007","seed://uz1/UZ1-2026-LOKOMOTI-007","UNKNOWN","false","","","","","Goalkeeper","GK","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-LOKOMOTI-007","Sukhrobjon Sultanov","Lokomotiv Tashkent","GK","2026",""
"cmtr671de006d33yn4eetik6r","Til Mavretic","seed:UZ1-2026-DINAMOSA-025","seed://uz1/UZ1-2026-DINAMOSA-025","UNKNOWN","false","","","","","UNKNOWN","FW","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-DINAMOSA-025","Til Mavretic","Dinamo Samarkand","FW","2026",""
"cmtr671kh00m733ynzskk8uyx","Timur Bekchanov","seed:UZ1-2026-XORAZMUR-006","seed://uz1/UZ1-2026-XORAZMUR-006","UNKNOWN","false","","","","","UNKNOWN","FW","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-XORAZMUR-006","Timur Bekchanov","Xorazm Urganch","FW","2026",""
"cmtr671ct005133yny2hwlswz","Toni Jovic","seed:UZ1-2026-BUNYODKO-037","seed://uz1/UZ1-2026-BUNYODKO-037","UNKNOWN","false","","","","","UNKNOWN","FW","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-BUNYODKO-037","Toni Jovic","Bunyodkor Tashkent","FW","2026",""
"cmtr671iy00i133ynodwtar3p","Ulugbek Kenjayev","seed:UZ1-2026-SOGDIANA-016","seed://uz1/UZ1-2026-SOGDIANA-016","UNKNOWN","false","","","","","UNKNOWN","MF","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-SOGDIANA-016","Ulugbek Kenjayev","Sogdiana Jizzakh","MF","2026",""
"cmtr671al001333yn7aum4gyh","Ulugbek Sunnatov","seed:UZ1-2026-AGMK-020","seed://uz1/UZ1-2026-AGMK-020","UNKNOWN","false","","","","","UNKNOWN","MF","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-AGMK-020","Ulugbek Sunnatov","AGMK","MF","2026",""
"cmtr671ec008h33ynri5id0x9","Umidjon Ergashev","seed:UZ1-2026-NASAFQAR-008","seed://uz1/UZ1-2026-NASAFQAR-008","UNKNOWN","false","","","","","Goalkeeper","GK","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-NASAFQAR-008","Umidjon Ergashev","Nasaf Qarshi","GK","2026",""
"cmtr671a2000b33yna1l1z502","Vitaliy Denisov","seed:UZ1-2026-AGMK-006","seed://uz1/UZ1-2026-AGMK-006","UNKNOWN","false","","","","","UNKNOWN","DF","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-AGMK-006","Vitaliy Denisov","AGMK","DF","2026",""
"cmtr671gv00ct33yn6sbcdgr6","Yahyo To'xtashev","seed:UZ1-2026-NEFTCHIF-024","seed://uz1/UZ1-2026-NEFTCHIF-024","UNKNOWN","false","","","","","UNKNOWN","MF","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-NEFTCHIF-024","Yahyo To'xtashev","Neftchi Fergana","MF","2026",""
"cmtr671h300d933ynciawl3l0","Yahyo Zuhriddinov","seed:UZ1-2026-NEFTCHIF-034","seed://uz1/UZ1-2026-NEFTCHIF-034","UNKNOWN","false","","","","","UNKNOWN","FW","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-NEFTCHIF-034","Yahyo Zuhriddinov","Neftchi Fergana","FW","2026",""
"cmtr671gt00cr33ynjju6fciu","Yahyoxon Isaqov","seed:UZ1-2026-NEFTCHIF-022","seed://uz1/UZ1-2026-NEFTCHIF-022","UNKNOWN","false","","","","","UNKNOWN","MF","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-NEFTCHIF-022","Yahyoxon Isaqov","Neftchi Fergana","MF","2026",""
"cmtr671ea008d33ynav10y0a0","Zafar Safaev","seed:UZ1-2026-NASAFQAR-006","seed://uz1/UZ1-2026-NASAFQAR-006","UNKNOWN","false","","","","","Goalkeeper","GK","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-NASAFQAR-006","Zafar Safaev","Nasaf Qarshi","GK","2026",""
"cmtr671k000kp33ynsxssn6nw","Zhasur Khasanov","seed:UZ1-2026-LOKOMOTI-029","seed://uz1/UZ1-2026-LOKOMOTI-029","UNKNOWN","false","","","","","UNKNOWN","MF","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-LOKOMOTI-029","Zhasur Khasanov","Lokomotiv Tashkent","MF","2026",""
"cmtr671dx007d33ynzgiyklzq","Zhonibek Mirzakulov","seed:UZ1-2026-MASHALMU-013","seed://uz1/UZ1-2026-MASHALMU-013","UNKNOWN","false","","","","","UNKNOWN","MF","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-MASHALMU-013","Zhonibek Mirzakulov","Mashal Muborak","MF","2026",""
"cmtr671ir00hf33ynubqjp7y2","Zoir Jurabaev","seed:UZ1-2026-SOGDIANA-004","seed://uz1/UZ1-2026-SOGDIANA-004","UNKNOWN","false","","","","","UNKNOWN","DF","","","[]","","","false","UNKNOWN","UNKNOWN","UZ1-2026-SOGDIANA-004","Zoir Jurabaev","Sogdiana Jizzakh","DF","2026",""
